datetime,date,userID,locationID,buildingID,chargingLen,originLocationID,originChargingHour,incentive,score
2018-07-03 18:00:00,0703,602859,50338,16,2.0,51087,10,0,0.3860905760422928
2018-07-03 18:00:00,0703,607263,50909,8,3.0,50349,13,9,0.4556867105066312
2018-07-03 00:00:00,0703,600963,50911,13,2.0,50911,10,0,-1.0
2018-07-03 00:00:00,0703,602859,51087,4,3.0,51087,10,0,-1.0
2018-07-03 09:00:00,0703,604738H,50240,17,1.0,50268,0,10,0.467855798881046
2018-07-03 00:00:00,0703,606177,50911,13,1.0,50911,0,0,-1.0
2018-07-03 10:00:00,0703,606177,50692,3,2.0,50911,0,9,0.2422444711002845
2018-07-03 18:00:00,0703,604735H,50841,2,2.0,50268,3,0,0.5603563190060774
2018-07-03 18:00:00,0703,518009,50263,11,2.0,50911,3,10,0.5312705250100793
2018-07-03 18:00:00,0703,605083H,50269,12,1.0,50911,0,10,0.5253590621877138
2018-07-03 22:00:00,0703,607289,50675,18,2.0,50269,4,1,0.1307144832200123
2018-07-03 14:00:00,0703,605079H,50692,3,1.0,50692,9,0,-1.0
2018-07-03 00:00:00,0703,519287,50911,13,2.0,50911,9,0,-1.0
2018-07-03 18:00:00,0703,605079H,50675,18,2.0,50692,9,6,0.4383282574539713
2018-07-03 10:00:00,0703,607083,50349,7,1.0,50349,10,0,-1.0
2018-07-03 03:00:00,0703,607224,50911,13,1.0,50911,3,0,-1.0
2018-07-03 17:00:00,0703,604730H,50263,11,1.0,50263,17,0,-1.0
2018-07-03 18:00:00,0703,607855,51200,15,2.0,50911,14,4,0.5199604500422721
2018-07-03 09:00:00,0703,604749H,51198,5,2.0,51200,14,10,0.5159671970458468
2018-07-03 18:00:00,0703,604771H,50268,19,1.0,50240,14,0,0.6078576158211499
2018-07-03 15:00:00,0703,604758H,50263,11,2.0,50263,15,0,-1.0
2018-07-03 22:00:00,0703,603912,50692,3,2.0,50349,16,10,0.1327365793908923
2018-07-03 00:00:00,0703,V009198,51087,4,2.0,51087,16,0,-1.0
2018-07-03 00:00:00,0703,604899H,50266,10,1.0,50338,16,2,0.0572998134661513
2018-07-03 00:00:00,0703,518475,50911,13,2.0,50911,17,0,-1.0
2018-07-03 18:00:00,0703,519392,51199,1,2.0,51087,20,0,0.5414842149981007
2018-07-03 00:00:00,0703,605073H,50911,13,2.0,50911,17,0,-1.0
2018-07-03 18:00:00,0703,603522H,50261,9,2.0,50911,19,0,0.5415803887642905
2018-07-03 00:00:00,0703,603522H,50911,13,2.0,50911,19,0,-1.0
2018-07-03 09:00:00,0703,607224,51087,4,1.0,50911,19,5,0.4685395923304875
2018-07-03 00:00:00,0703,607224,50911,13,3.0,50911,20,0,-1.0
2018-07-03 01:00:00,0703,519392,50911,13,2.0,50911,20,0,-1.0
2018-07-03 01:00:00,0703,518475,50911,13,3.0,50911,21,0,-1.0
2018-07-03 09:00:00,0703,604773H,50269,12,1.0,50841,21,4,0.5726580005519256
2018-07-03 09:00:00,0703,604900H,50230,0,2.0,50266,21,0,0.6348295538707363
2018-07-03 19:00:00,0703,604760H,50266,10,1.0,50240,17,7,0.4637074722058292
2018-07-03 11:00:00,0703,600963,51198,5,2.0,51087,14,7,0.1375657387645281
2018-07-03 09:00:00,0703,607289,50267,14,3.0,50269,13,2,0.5945518439627115
2018-07-03 21:00:00,0703,604738H,50263,11,2.0,50268,13,7,0.2164943403358446
2018-07-03 09:00:00,0703,604726H,51200,15,2.0,51198,14,0,0.7508544022670929
2018-07-03 10:00:00,0703,607289,50840,6,2.0,50349,1,10,0.5161276934483422
2018-07-03 14:00:00,0703,607263,50840,6,3.0,50349,1,9,0.4413137663232617
2018-07-03 14:00:00,0703,607289,50675,18,3.0,50269,1,0,0.4877713035907824
2018-07-03 02:00:00,0703,607263,50349,7,1.0,50349,2,0,-1.0
2018-07-03 05:00:00,0703,607855,50911,13,2.0,50911,8,7,0.0701550095635364
2018-07-03 14:00:00,0703,604329,50841,2,4.0,50911,9,0,0.5139019091402887
2018-07-03 11:00:00,0703,604804H,50230,0,1.0,50230,9,0,-1.0
2018-07-03 09:00:00,0703,601535,50909,8,1.0,50692,10,1,0.6214177564434061
2018-07-03 15:00:00,0703,604728H,51198,5,1.0,51199,10,6,0.3518094777143691
2018-07-03 14:00:00,0703,603902,50338,16,1.0,50338,7,3,0.4654518122000549
2018-07-03 10:00:00,0703,604772H,50263,11,2.0,51200,11,2,0.4476622751000729
2018-07-03 15:00:00,0703,604775H,50692,3,3.0,50263,12,2,0.3466306943852205
2018-07-03 12:00:00,0703,604902H,50261,9,1.0,50261,12,0,-1.0
2018-07-03 21:00:00,0703,604804H,50692,3,2.0,50230,12,2,0.202456086578694
2018-07-03 18:00:00,0703,607626,50841,2,1.0,50911,12,0,0.4783901478169401
2018-07-03 18:00:00,0703,604761H,50349,7,1.0,50349,13,0,0.4729371904539565
2018-07-03 15:00:00,0703,604832H,50267,14,1.0,50267,13,0,-1.0
2018-07-03 13:00:00,0703,604739H,51199,1,2.0,51199,13,0,-1.0
2018-07-03 14:00:00,0703,606789,50909,8,2.0,50269,13,0,0.4925362101150355
2018-07-03 09:00:00,0703,605432,50268,19,4.0,50911,11,0,0.4574386414751465
2018-07-04 08:00:00,0704,604745H,50840,6,2.0,51199,16,10,0.8151716360042488
2018-07-04 13:00:00,0704,604749H,50338,16,3.0,51198,15,6,0.3488717509160783
2018-07-04 08:00:00,0704,604897H,50841,2,1.0,51200,15,10,0.8151716360042488
2018-07-04 19:00:00,0704,604802H,50268,19,3.0,50269,15,2,0.4337118356370301
2018-07-04 12:00:00,0704,604733H,50338,16,1.0,51198,15,6,0.5369050721757171
2018-07-04 13:00:00,0704,604749H,50267,14,2.0,50268,14,6,0.3864146717000254
