,datetime,buildingID,consumption,generation
448,2018-07-05 16:00:00,2,369.39678955078125,7.035462856292725
449,2018-07-05 17:00:00,2,356.8658752441406,5.9300642013549805
450,2018-07-05 18:00:00,2,345.45880126953125,4.511679649353027
451,2018-07-05 19:00:00,2,346.41094970703125,2.551082134246826
452,2018-07-05 20:00:00,2,320.52984619140625,0.8278595805168152
453,2018-07-05 21:00:00,2,296.1226806640625,0.09860429167747498
454,2018-07-05 22:00:00,2,284.30877685546875,0.0
455,2018-07-05 23:00:00,2,266.9710693359375,0.0
456,2018-07-06 00:00:00,2,260.05731201171875,0.055581070482730865
457,2018-07-06 01:00:00,2,236.31251525878906,0.01119973137974739
458,2018-07-06 02:00:00,2,215.1616973876953,0.018476134166121483
459,2018-07-06 03:00:00,2,215.16163635253906,0.0
460,2018-07-06 04:00:00,2,222.20558166503906,0.0
461,2018-07-06 05:00:00,2,223.35595703125,0.0
462,2018-07-06 06:00:00,2,241.7768096923828,0.044781897217035294
463,2018-07-06 07:00:00,2,276.1106262207031,0.08082691580057144
464,2018-07-06 08:00:00,2,278.6291198730469,0.0
465,2018-07-06 09:00:00,2,289.51904296875,0.7503300905227661
466,2018-07-06 10:00:00,2,319.3374328613281,3.046100378036499
467,2018-07-06 11:00:00,2,325.4367980957031,5.399219989776611
468,2018-07-06 12:00:00,2,338.3215026855469,6.980563640594482
469,2018-07-06 13:00:00,2,359.3856201171875,7.885098934173584
470,2018-07-06 14:00:00,2,348.2176513671875,7.725101470947266
471,2018-07-06 15:00:00,2,355.8949279785156,7.685116291046143
472,2018-07-06 16:00:00,2,369.39678955078125,6.819996356964111
473,2018-07-06 17:00:00,2,356.8658752441406,5.723775863647461
474,2018-07-06 18:00:00,2,345.45880126953125,4.354572772979736
475,2018-07-06 19:00:00,2,346.41094970703125,2.4952943325042725
476,2018-07-06 20:00:00,2,320.52984619140625,0.8284890651702881
477,2018-07-06 21:00:00,2,296.1226806640625,0.10956768691539764
478,2018-07-06 22:00:00,2,284.30877685546875,0.0
479,2018-07-06 23:00:00,2,266.9710693359375,0.0
